Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker
3,0.2569530922366421,2,0,-0.637026185064472,1,1,0.9184771676276684,3,0,0.1405047057619635,0,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.738667542842371,4,4,-0.8135389840961674,4,4,0.9184771676276684,2,0,1.0469866784197936,2,-0.0480220398264823,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,1.2525737273156552,3,9,1.6689823902371568,4,1,0.9184771676276684,2,0,1.0469866784197936,2,-0.7516416709837335,2,0,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.2408572253028645,2,0,1.2369159203182074,4,2,-0.8701833340815202,2,0,1.0469866784197936,2,2.8544089386971785,2,0,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.2408572253028645,0,0,-0.352053714338602,1,1,0.0241469167730741,1,0,0.1405047057619635,2,-0.6636892170890771,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.9875727016121244,4,4,-0.7504480639603406,0,4,-0.8701833340815202,2,0,1.0469866784197936,0,0.1278828679628304,2,1,2.759083821704704,1,-0.4282895663715403,0,0
3,0.2569530922366421,4,7,-0.4764633377525079,4,2,0.0241469167730741,1,0,-0.7659772668958666,2,-0.2239269476157951,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.9875727016121244,2,3,-0.3439015167929615,1,1,-0.8701833340815202,1,0,1.0469866784197936,1,-1.1914039404570154,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.738667542842371,4,9,-0.6590016741005464,0,2,0.9184771676276684,1,2,-0.7659772668958666,0,-0.5757367631944207,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
0,2.2481943623946683,0,1,0.4727360112572926,0,4,0.0241469167730741,2,0,1.0469866784197936,3,-1.0154990326677027,2,2,1.0270789116578083,2,2.3348689263480744,0,0
3,-0.2408572253028645,4,4,-0.5214776459393058,0,2,0.9184771676276684,2,0,-0.7659772668958666,2,-1.0154990326677027,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,-1.2364778603818776,4,4,-0.486742195527446,4,2,-1.7645135849361149,2,0,-0.7659772668958666,0,-0.1359744937211387,2,1,1.0270789116578083,1,2.3348689263480744,0,0
1,-0.2408572253028645,2,4,-0.7649802421938737,0,2,0.9184771676276684,1,2,1.0469866784197936,0,-0.8395941248783899,2,1,-0.7049259983890862,1,2.3348689263480744,0,0
1,1.999289203624915,4,4,0.5227125266457847,0,1,0.9184771676276684,2,0,-0.7659772668958666,1,-0.9275465787730462,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,-0.738667542842371,2,4,-0.6157595827714966,0,1,-1.7645135849361149,3,0,-1.6724592395536968,0,-1.103451486562359,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.4897623840726178,0,0,-0.8227545117564568,0,4,0.9184771676276684,2,0,0.1405047057619635,2,-0.2239269476157951,2,0,1.0270789116578083,2,2.3348689263480744,0,0
3,0.2569530922366421,4,1,-0.3279515650732299,0,3,0.9184771676276684,2,0,0.1405047057619635,2,-0.0480220398264823,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,0.5058582510063954,4,9,-0.2939250014044693,0,4,0.9184771676276684,2,0,1.0469866784197936,2,0.6555975913307688,1,1,4.491088731751598,3,2.3348689263480744,1,0
3,-0.4897623840726178,4,3,0.0254284763617107,0,2,0.9184771676276684,2,0,-0.7659772668958666,3,-0.6636892170890771,2,2,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,2,0,-0.7167759436631296,0,1,0.9184771676276684,3,0,-0.7659772668958666,0,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.4897623840726178,2,3,-0.5055276942195742,0,1,0.9184771676276684,1,2,-1.6724592395536968,1,0.919454953014738,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,1,-0.2368596185849854,3,2,-0.8701833340815202,1,0,1.0469866784197936,2,-0.6636892170890771,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,2.746004679934175,0,9,4.492123844629637,0,1,0.0241469167730741,2,0,1.0469866784197936,3,1.9748843997506147,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,1.2525737273156552,2,0,3.2317232153992967,4,2,-1.7645135849361149,2,0,1.0469866784197936,3,0.1278828679628304,2,2,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.2569530922366421,2,0,-0.8351600297606924,4,4,0.9184771676276684,1,0,-0.7659772668958666,2,-0.5757367631944207,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.0080479334668887,2,4,-0.0394346606318641,4,4,0.9184771676276684,2,0,0.1405047057619635,1,0.479692683541456,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-0.9875727016121244,2,4,-0.775967986711911,0,4,0.9184771676276684,2,0,1.0469866784197936,2,-0.7516416709837335,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
0,-0.4897623840726178,4,3,-0.8138934274677171,0,2,-0.8701833340815202,0,0,0.1405047057619635,1,-0.9275465787730462,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,3,0.1236092902809469,0,2,-1.7645135849361149,2,2,-0.7659772668958666,1,0.1278828679628304,2,1,-0.7049259983890862,2,2.3348689263480744,0,0
1,-0.738667542842371,4,0,-0.4523611884871358,1,1,0.9184771676276684,2,0,-1.6724592395536968,2,-0.7516416709837335,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,4,0,1.1848127447004178,0,4,0.9184771676276684,2,0,1.0469866784197936,2,-0.1359744937211387,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
3,-0.738667542842371,4,3,-0.4736277907801112,0,4,0.9184771676276684,2,0,1.0469866784197936,0,0.6555975913307688,2,1,2.759083821704704,2,-0.4282895663715403,1,0
0,1.2525737273156552,2,0,-0.0078892005639506,0,3,-0.8701833340815202,2,0,1.0469866784197936,3,0.3037877757521432,0,2,-0.7049259983890862,3,2.3348689263480744,1,0
3,0.2569530922366421,2,3,-0.0741701110437239,2,4,0.9184771676276684,2,0,0.1405047057619635,3,-0.3118794015104515,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
0,1.2525737273156552,4,3,-0.3272426783301307,0,2,0.0241469167730741,3,0,-0.7659772668958666,1,0.919454953014738,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,0.7547634097761486,2,3,-0.0578657159524428,0,1,-0.8701833340815202,0,0,1.0469866784197936,1,-0.3998318554051079,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,-0.9875727016121244,2,4,-0.6760149559349268,0,3,0.0241469167730741,2,0,1.0469866784197936,0,2.0628368536452717,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,1.2525737273156552,2,4,0.2274611981449766,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.2569530922366421,3,0,0.5666635047179338,0,2,0.0241469167730741,2,0,1.0469866784197936,3,1.5351221302773328,2,2,1.0270789116578083,2,2.3348689263480744,0,0
1,-0.738667542842371,4,3,0.1225459601662982,0,4,-1.7645135849361149,2,0,1.0469866784197936,2,-0.6636892170890771,2,0,2.759083821704704,2,-0.4282895663715403,1,0
3,-0.4897623840726178,2,7,0.4791159919451851,1,2,0.0241469167730741,2,0,-0.7659772668958666,1,0.3917402296467996,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.738667542842371,3,0,-0.6831038233659186,0,2,0.9184771676276684,2,0,-0.7659772668958666,0,0.6555975913307688,2,1,1.0270789116578083,1,2.3348689263480744,0,0
0,0.0080479334668887,2,4,0.0303906835634049,3,1,0.9184771676276684,1,0,-0.7659772668958666,2,-0.5757367631944207,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-1.2364778603818776,4,0,1.2369159203182074,0,3,-1.7645135849361149,2,0,0.1405047057619635,3,0.8315024991200816,2,1,1.0270789116578083,3,2.3348689263480744,1,0
3,0.2569530922366421,4,0,-0.4427912174552969,0,2,0.9184771676276684,1,0,1.0469866784197936,2,0.1278828679628304,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-1.2364778603818776,4,0,-1.0708648718411693,3,2,-0.8701833340815202,1,0,-0.7659772668958666,0,0.479692683541456,0,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,0.2569530922366421,4,4,0.6492488102889881,0,1,0.0241469167730741,3,0,0.1405047057619635,3,1.0074074069093943,2,2,2.759083821704704,2,-0.4282895663715403,1,0
1,1.2525737273156552,4,4,-0.3311415554171762,0,4,0.9184771676276684,2,0,1.0469866784197936,0,0.039930414068174,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,0,1.4889251574899651,4,0,-1.7645135849361149,1,0,-0.7659772668958666,0,-1.0154990326677027,2,0,-0.7049259983890862,0,-0.4282895663715403,0,0
0,-0.2408572253028645,2,4,-0.4924132894722394,0,2,0.9184771676276684,1,0,1.0469866784197936,2,-0.9275465787730462,0,0,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.4897623840726178,2,9,-0.8737943572595976,0,2,0.9184771676276684,1,0,1.0469866784197936,1,-1.1914039404570154,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,4,1,-0.3807636274341188,4,3,0.9184771676276684,2,0,1.0469866784197936,2,0.6555975913307688,2,1,1.0270789116578083,2,2.3348689263480744,1,0
2,-0.9875727016121244,2,4,-0.760372478363729,1,4,-0.8701833340815202,0,0,1.0469866784197936,0,1.1833123146987072,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-1.2364778603818776,2,1,-0.6802682763935218,2,0,-1.7645135849361149,1,0,-0.7659772668958666,1,-1.103451486562359,2,0,-0.7049259983890862,0,-0.4282895663715403,1,0
1,-0.2408572253028645,2,0,0.9196891027813248,1,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,-0.2408572253028645,2,6,0.2129290199114435,0,0,-0.8701833340815202,1,0,1.0469866784197936,2,2.7664564848025224,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,4,-0.2340240716125887,0,4,0.9184771676276684,3,1,0.1405047057619635,0,0.919454953014738,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,-0.9875727016121244,4,7,-0.827716718958151,2,4,0.9184771676276684,2,0,-0.7659772668958666,2,1.4471696763826765,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,3.2438149974736814,2,4,2.4359978462704683,1,3,-0.8701833340815202,1,0,1.0469866784197936,0,-1.279356394351672,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
2,-0.738667542842371,1,4,-1.0145083757647846,3,2,0.0241469167730741,1,0,0.1405047057619635,0,0.5676451374361124,2,0,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,1,1.610144790559925,0,3,0.0241469167730741,2,0,0.1405047057619635,2,0.2158353218574868,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
2,1.2525737273156552,2,4,0.3327308794952047,0,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-1.2364778603818776,2,0,0.0874560663828888,0,2,-0.8701833340815202,2,2,0.1405047057619635,1,-0.8395941248783899,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.0080479334668887,4,1,0.0013263270963386,0,4,-1.7645135849361149,2,0,1.0469866784197936,2,0.039930414068174,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
1,1.2525737273156552,2,0,3.915444479118455,0,4,0.9184771676276684,2,0,-0.7659772668958666,3,1.8869319458559584,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
1,-0.738667542842371,2,4,-0.7724235529964151,0,2,0.9184771676276684,1,2,1.0469866784197936,0,1.1833123146987072,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,0.0080479334668887,2,0,-0.1734142550776089,2,3,-1.7645135849361149,1,0,-0.7659772668958666,2,-0.3998318554051079,0,1,-0.7049259983890862,3,-0.4282895663715403,0,0
3,0.0080479334668887,3,9,-0.245011816130626,2,1,0.9184771676276684,2,0,-0.7659772668958666,0,0.479692683541456,0,1,-0.7049259983890862,1,2.3348689263480744,0,0
1,-0.738667542842371,2,3,-0.8110578804953203,3,1,-1.7645135849361149,1,0,1.0469866784197936,0,-1.4552613021409846,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.0080479334668887,2,9,-0.6022907346526122,3,4,0.9184771676276684,1,0,1.0469866784197936,0,0.039930414068174,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.2408572253028645,2,4,-0.6983448883425509,0,4,0.9184771676276684,3,2,-0.7659772668958666,0,-0.3118794015104515,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.4897623840726178,4,4,-0.1925541971412868,4,3,0.9184771676276684,2,2,-0.7659772668958666,0,-0.0480220398264823,0,1,2.759083821704704,2,-0.4282895663715403,1,0
1,1.2525737273156552,0,9,-0.4672478100922186,0,4,0.9184771676276684,2,0,1.0469866784197936,3,2.238741761434584,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-1.2364778603818776,2,7,-1.0006850842743509,0,1,0.9184771676276684,1,0,1.0469866784197936,1,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.738667542842371,2,0,-0.6682172017608358,2,2,-0.8701833340815202,1,0,-0.7659772668958666,1,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.738667542842371,4,1,-0.5002110436463304,0,0,0.9184771676276684,2,0,-0.7659772668958666,2,-0.1359744937211387,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,-1.2364778603818776,2,4,-0.892579855951726,0,2,-0.8701833340815202,1,2,0.1405047057619635,0,2.502599123118553,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.2569530922366421,4,6,0.7924439323950222,0,4,0.0241469167730741,2,0,1.0469866784197936,3,0.7435500452254252,2,2,1.0270789116578083,2,-0.4282895663715403,0,0
0,0.2569530922366421,4,1,-0.1113866650564308,0,4,0.9184771676276684,2,0,1.0469866784197936,1,2.4146466692238966,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.4897623840726178,2,0,0.1009249145017732,4,2,0.0241469167730741,2,0,-0.7659772668958666,3,-0.5757367631944207,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,4,-0.0319913498293227,0,1,0.9184771676276684,1,0,1.0469866784197936,1,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,1.2525737273156552,4,1,2.25345950992243,0,3,0.9184771676276684,2,0,1.0469866784197936,2,-1.0154990326677027,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.4897623840726178,2,0,-0.6621916644444927,0,2,-0.8701833340815202,1,0,1.0469866784197936,2,-0.6636892170890771,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.9875727016121244,4,6,-0.7029526521726955,1,4,0.0241469167730741,2,2,1.0469866784197936,0,1.095359860804051,2,1,1.0270789116578083,2,2.3348689263480744,0,1
3,0.7547634097761486,2,4,-0.3325593289033746,2,4,0.9184771676276684,2,0,-0.7659772668958666,2,-0.4877843092997643,0,1,-0.7049259983890862,3,-0.4282895663715403,0,0
3,-1.2364778603818776,4,4,-0.7210292641217246,1,2,-1.7645135849361149,1,0,-1.6724592395536968,1,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,-1.2364778603818776,4,0,-1.0311672142276154,1,2,0.9184771676276684,1,0,1.0469866784197936,2,1.4471696763826765,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,-0.4067939978160333,4,0,-0.7430047531577991,0,0,-0.8701833340815202,2,0,0.1405047057619635,2,2.8544089386971785,2,2,2.759083821704704,0,-0.4282895663715403,1,0
3,0.0080479334668887,4,0,3.3348662365202277,4,4,0.9184771676276684,2,0,1.0469866784197936,3,-0.4877843092997643,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.2408572253028645,0,9,-0.0592834894386411,0,3,0.0241469167730741,2,0,-1.6724592395536968,1,-0.3998318554051079,0,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,2,1,1.0781252898639913,4,4,0.0241469167730741,2,0,1.0469866784197936,2,0.479692683541456,2,1,-0.7049259983890862,3,2.3348689263480744,1,0
3,-0.738667542842371,2,4,-0.7121681798329849,0,2,0.0241469167730741,2,0,-0.7659772668958666,2,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.9875727016121244,2,0,-0.6554572403850506,0,1,0.0241469167730741,2,0,-0.7659772668958666,3,-0.7516416709837335,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.4897623840726178,2,5,-0.7075604160028403,4,2,0.9184771676276684,1,0,-0.7659772668958666,2,-1.0154990326677027,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.0080479334668887,2,1,0.7006430991636786,4,2,-1.7645135849361149,2,0,0.1405047057619635,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.0749204527896956,0,1,1.019642133558309,1,4,0.0241469167730741,3,0,1.0469866784197936,2,-0.3998318554051079,0,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,0.5058582510063954,2,0,-0.2485562498461219,0,2,0.0241469167730741,1,0,0.1405047057619635,0,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
1,2.2481943623946683,2,3,2.370780265905344,0,1,-1.7645135849361149,1,0,-0.7659772668958666,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,2.2481943623946683,4,1,1.0845052705518838,0,4,0.9184771676276684,2,0,1.0469866784197936,3,0.919454953014738,2,2,1.0270789116578083,2,-0.4282895663715403,1,0
2,-0.738667542842371,2,3,-0.3616236853704409,0,2,-1.7645135849361149,1,0,-0.7659772668958666,2,0.919454953014738,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.4897623840726178,4,4,-0.6930282377693071,2,2,-0.8701833340815202,3,0,-0.7659772668958666,1,1.0074074069093943,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
0,-0.4897623840726178,2,0,-0.5494786722917233,0,1,-0.8701833340815202,2,0,0.1405047057619635,0,0.039930414068174,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,1,-0.2099219223472166,0,1,0.9184771676276684,1,0,-1.6724592395536968,3,-0.5757367631944207,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.7547634097761486,2,1,0.2076123693381996,0,2,0.9184771676276684,0,0,1.0469866784197936,1,0.3917402296467996,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
1,1.2525737273156552,3,0,1.474747422627982,0,2,-0.8701833340815202,1,0,-0.7659772668958666,1,1.6230745841719891,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,4,-0.2949883315191181,0,1,0.9184771676276684,1,0,1.0469866784197936,0,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,2,4,-0.8053867865505269,4,4,0.9184771676276684,2,0,-0.7659772668958666,2,-0.9275465787730462,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,0,-0.7454858567586463,0,2,0.9184771676276684,3,0,0.1405047057619635,0,-0.7516416709837335,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.2408572253028645,4,0,-0.7855379577437499,0,1,0.9184771676276684,1,0,-1.6724592395536968,1,-0.4877843092997643,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,4,-0.6877115871960632,0,1,-0.8701833340815202,2,0,-1.6724592395536968,2,-1.1914039404570154,1,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,0.2569530922366421,4,9,-0.7075604160028403,3,2,-0.8701833340815202,0,0,1.0469866784197936,0,0.039930414068174,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,-0.2408572253028645,4,9,-0.4906410726144914,4,2,0.9184771676276684,3,0,1.0469866784197936,0,-0.6636892170890771,0,1,1.0270789116578083,2,-0.4282895663715403,0,0
2,0.2569530922366421,2,4,-0.6714071921047821,1,4,0.9184771676276684,1,0,-0.7659772668958666,3,1.0074074069093943,2,2,-0.7049259983890862,2,-0.4282895663715403,1,0
3,1.5014788860854085,2,1,-0.2489106932176715,2,2,0.9184771676276684,2,0,1.0469866784197936,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.738667542842371,2,4,-0.090474506135005,0,2,0.0241469167730741,3,0,-1.6724592395536968,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,1.2525737273156552,4,7,1.699110076818872,0,2,0.0241469167730741,1,0,-0.7659772668958666,3,-0.9275465787730462,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,0.2569530922366421,4,2,3.071869254830432,0,2,-0.8701833340815202,2,1,0.1405047057619635,2,0.3037877757521432,2,1,1.0270789116578083,3,2.3348689263480744,1,0
1,0.2569530922366421,3,4,-0.6090251587120543,1,3,0.0241469167730741,1,0,-0.7659772668958666,1,-1.103451486562359,2,0,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.9875727016121244,2,9,-0.6458872693532116,0,3,0.0241469167730741,1,0,-0.7659772668958666,2,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,2.2481943623946683,2,4,0.94981678936304,0,2,-0.8701833340815202,1,0,-0.7659772668958666,0,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-1.2364778603818776,2,4,-0.4282590392217637,0,1,0.9184771676276684,3,0,0.1405047057619635,2,-0.4877843092997643,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
2,0.0080479334668887,2,0,-0.1234377396891168,1,2,-1.7645135849361149,1,0,-1.6724592395536968,2,-0.6636892170890771,0,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.2569530922366421,1,4,-0.6115062623129015,0,3,0.9184771676276684,2,2,1.0469866784197936,2,-1.0154990326677027,0,0,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,2,4,0.9469812423906432,4,1,-1.7645135849361149,1,0,-1.6724592395536968,2,0.7435500452254252,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,0.7547634097761486,4,1,2.6057762212427216,0,4,0.0241469167730741,2,0,1.0469866784197936,3,0.2158353218574868,2,2,2.759083821704704,3,2.3348689263480744,1,0
2,-0.738667542842371,2,3,-0.637026185064472,0,1,0.9184771676276684,1,0,-1.6724592395536968,1,-0.2239269476157951,0,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.2569530922366421,2,0,-0.6735338523340796,4,2,0.9184771676276684,1,0,1.0469866784197936,0,-0.9275465787730462,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,4,-0.6586472307289969,0,2,0.9184771676276684,3,0,-0.7659772668958666,1,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.2408572253028645,4,4,-0.7522202808180884,3,2,0.9184771676276684,2,0,0.1405047057619635,0,0.919454953014738,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,0,0.5478780060258055,0,3,-0.8701833340815202,2,1,0.1405047057619635,1,-0.3998318554051079,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.2408572253028645,4,1,0.2051312657373525,0,3,0.0241469167730741,2,0,-1.6724592395536968,2,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.738667542842371,4,1,-0.6600650042151952,0,4,0.9184771676276684,2,0,0.1405047057619635,0,1.6230745841719891,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.90460431535554,2,3,-0.6203673466016413,0,2,0.9184771676276684,0,0,-0.7659772668958666,2,-0.3998318554051079,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.738667542842371,4,3,-0.5952018672216204,3,3,0.0241469167730741,1,0,-0.7659772668958666,1,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1
1,0.2569530922366421,3,9,0.5106614520130986,4,2,0.9184771676276684,2,0,-0.7659772668958666,1,0.1278828679628304,0,1,1.0270789116578083,3,-0.4282895663715403,1,0
3,-0.4897623840726178,4,4,-0.6423428356377158,0,2,0.9184771676276684,1,0,-0.7659772668958666,2,0.6555975913307688,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,1.2525737273156552,4,0,0.0934816036992318,0,3,0.9184771676276684,2,0,1.0469866784197936,2,0.1278828679628304,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-1.2364778603818776,2,4,-0.5941385371069716,0,3,0.0241469167730741,2,0,-0.7659772668958666,1,1.35921722248802,2,1,-0.7049259983890862,2,2.3348689263480744,0,0
0,0.2569530922366421,4,0,-0.734498112240609,0,4,0.9184771676276684,2,0,1.0469866784197936,2,2.150789307539928,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
0,1.2525737273156552,1,3,-0.1861742164533942,0,4,0.9184771676276684,2,0,1.0469866784197936,2,-0.3998318554051079,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-1.1535094741252931,2,4,-0.3339771023895729,0,1,-1.7645135849361149,1,2,-1.6724592395536968,0,0.8315024991200816,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.2408572253028645,4,3,1.4541897070781058,0,0,0.9184771676276684,2,0,1.0469866784197936,1,0.3917402296467996,1,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,2.2481943623946683,2,4,-0.0748789977868231,0,3,0.9184771676276684,2,0,1.0469866784197936,0,-0.6636892170890771,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.2408572253028645,2,3,-0.7586002615059811,0,0,0.9184771676276684,1,0,-0.7659772668958666,2,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,3,0.6761865065267569,0,3,0.9184771676276684,2,0,-0.7659772668958666,1,-0.5757367631944207,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.2408572253028645,2,4,-0.4732733474085616,4,3,-0.8701833340815202,3,0,1.0469866784197936,2,-1.103451486562359,2,0,1.0270789116578083,1,-0.4282895663715403,0,0
0,0.7547634097761486,0,3,0.4649382570832016,0,2,-0.8701833340815202,0,2,-0.7659772668958666,0,-0.3118794015104515,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,2,4.460932827933273,0,0,-0.8701833340815202,0,1,0.1405047057619635,2,0.6555975913307688,2,1,-0.7049259983890862,3,-0.4282895663715403,0,0
3,-0.738667542842371,4,0,-0.7472580736163943,2,2,0.9184771676276684,2,0,1.0469866784197936,0,0.7435500452254252,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
